1	15656
2	4668
3	2199
4	1265
5	891
6	610
7	501
8	349
9	308
10	241
11	195
12	166
13	149
14	116
15	96
16	92
17	91
18	66
19	57
20	68
21	55
22	50
23	40
24	43
25	44
26	44
27	44
28	26
29	21
30	28
31	23
32	24
33	28
34	18
35	15
36	27
37	23
38	22
39	20
40	17
41	15
42	18
43	16
44	15
45	14
46	20
47	11
48	14
49	12
50	12
