ctype,clength
audio,2522.352526157637
video,1628.5931721591562
script,17.04447426041792
xml,2.1214223786963244
font,37.60015961424832
other,6.897195754744969
html,5.211859441099132
image,27.802845812835315
text,4.430189185444046
css,11.100446363113065
